"Double 
Checked?",survey_date,spawn_start_date,spawn_end_date,region,side,map#,point_id,location,weather,time_start,time_end,tide_time_start ,tide_time_end,tide_start,tide_end,method,water_conditions,max_vert_visibility_m,sea_conditions,length_m,average_width_m,grass_layers,grass_%substrate,RW_layers,RW_%substrate,kelp_layers,kelp_%substrate,BA_layers,BA_%substrate,LR_layers,LR_%substrate,SR_layers,SR_%substrate,RK_layers,RK_%substrate,O,O_%substrate,Other substrate details ,estimated%_of_spawn_area_bare,notes,Source
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,46,40,0.5,0.9,0.25,0.1,,,,,,,,,,,,,,0.15,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,18,64,,,3.5,0.75,,,,,,,,,2,0.2,2,0.05,wood,0.05,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,40,4,,,2.5,0.8,,,,,,,,,2,0.1,2,0.1,wood,0.1,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,183,5,,,2.5,0.8,,,,,,,,,2,0.15,1,0.05,wood,0.15,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,46,15,,,3,0.8,,,,,,,,,2,0.2,,,,0.05,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,117,3,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,230,18,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.05,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,235,5,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,220,4,,,1.5,0.8,,,,,1,0.05,,,1,0.1,,,,0.1,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,159,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,3/7/2001,3/4/2001,3/5/2001,Wakeman Sound ,,,,,,,,,,,,,,,,31,4,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,4/2/2001,3/23/2001,,Beaver Harbour ,,1,,,sunny,11:00,4:30,3:14,,3.7,,"walk, boat, viewer, rake, other (hipchain)",clear,10,calm,105,6,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/2/2001,3/23/2001,,Beaver Harbour ,,1,,,sunny,11:00,4:30,3:14,,3.7,,"walk, boat, viewer, rake, other (hipchain)",clear,10,calm,78,5,0.5,0.05,0.5,0.9,,,,,,,,,1,0.05,,,,0.25,,
TRUE,4/2/2001,3/23/2001,,Beaver Harbour ,,1,,,sunny,11:00,4:30,3:14,,3.7,,"walk, boat, viewer, rake, other (hipchain)",clear,10,calm,81,8,,,0.5,0.9,,,,,,,,,0.5,0.05,,,,0.15,,
TRUE,4/2/2001,3/23/2001,,Beaver Harbour ,,1,,,sunny,11:00,4:30,3:14,,3.7,,"walk, boat, viewer, rake, other (hipchain)",clear,10,calm,250,20,0.5,1,,,,,,,,,,,,,,,,0.1,,
TRUE,4/2/2001,3/23/2001,,Beaver Harbour ,,1,,,sunny,11:00,4:30,3:14,,3.7,,"walk, boat, viewer, rake, other (hipchain)",clear,10,calm,295,28,0.25,1,,,,,,,,,,,,,,,,0.2,,
TRUE,4/2/2001,3/23/2001,,Beaver Harbour ,,1,,,sunny,11:00,4:30,3:14,,3.7,,"walk, boat, viewer, rake, other (hipchain)",clear,10,calm,350,10,0.1,1,,,,,,,,,,,,,,,,0.25,,
TRUE,4/5/2001,4/3/2001,4/4/2001,Thomspon Sound ,,1,,Cornes Pocket ,raining ,7:00,9:30,6:03,12:04,5,15,"walk, boat, viewer, rake ",clear ,5,calm ,30,5,,,1.5,0.85,,,,,,,,,1,0.05,,,,0.1,"lots of gulls in the area, est 150 tons of herring in Sackville Is area, kelp spawn was bull kelp or Vineria (Vinaria?)",
TRUE,4/5/2001,4/3/2001,4/4/2001,Thomspon Sound ,,1,,Old Camp,raining ,7:00,9:30,6:03,12:04,5,15,"walk, boat, viewer, rake ",clear ,5,calm ,106,3,,,2.5,0.8,,,,,,,,,1.5,0.2,,,,0.15,"lots of gulls in the area, est 150 tons of herring in Sackville Is area, kelp spawn was bull kelp or Vineria (Vinaria?)",
TRUE,4/5/2001,4/5/2001,,Thomspon Sound ,,1,,,raining ,7:00,9:30,6:03,12:04,5,15,"walk, boat, viewer, rake ",clear ,5,calm ,83,3,,,1.5,0.9,,,,,,,,,1,0.1,,,,0.15,"lots of gulls in the area, est 150 tons of herring in Sackville Is area, kelp spawn was bull kelp or Vineria (Vinaria?)",
TRUE,4/5/2001,4/3/2001,4/4/2001,Thomspon Sound ,,1,,,raining ,7:00,9:30,6:03,12:04,5,15,"walk, boat, viewer, rake ",clear ,5,calm ,121,2,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.2,"lots of gulls in the area, est 150 tons of herring in Sackville Is area, kelp spawn was bull kelp or Vineria (Vinaria?)",
TRUE,4/5/2001,4/3/2001,4/4/2001,Thomspon Sound ,,1,,Vinera ,raining ,7:00,9:30,6:03,12:04,5,15,"walk, boat, viewer, rake ",clear ,5,calm ,114,30,,,,,2,1,,,,,,,,,,,,0.35,"lots of gulls in the area, est 150 tons of herring in Sackville Is area, kelp spawn was bull kelp or Vineria (Vinaria?)",
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,Fr-1,,Frederic Creek ,sunny,10:00,10:30,,,,,"walk, boat, viewer, rake ",milty,3,calm,26,15,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.05,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,Fr-1,,Frederic Creek ,sunny,10:00,10:30,,,,,"walk, boat, viewer, rake ",milty,3,calm,45,21,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,1,,Upton Pt,sunny,7:00,10:30,5:51,6:09,3.8,2.2,"boat, viewer, rake, walk",milty,3,milty,3082,5,,,2.5,0.9,,,,,,,,,1.5,0.1,,,,0.15,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,1,,Upton Pt,sunny,7:00,10:30,5:51,6:09,3.8,2.2,"boat, viewer, rake, walk",milty,3,milty,115,8,,,3.5,0.95,,,,,,,,,2,0.05,,,,0.1,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,1,,Upton Pt,sunny,7:00,10:30,5:51,6:09,3.8,2.2,"boat, viewer, rake, walk",milty,3,milty,1606,3,,,2,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,1,,Upton Pt,sunny,7:00,10:30,5:51,6:09,3.8,2.2,"boat, viewer, rake, walk",milty,3,milty,131,10,,,2.5,0.95,,,,,,,,,2,0.05,,,,0.05,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,1,,Upton Pt,sunny,7:00,10:30,5:51,6:09,3.8,2.2,"boat, viewer, rake, walk",milty,3,milty,592,4,,,1.5,0.95,,,,,,,,,1,0.05,,,,0.1,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Wakeman Sound ,,1,,Upton Pt,sunny,7:00,10:30,5:51,6:09,3.8,2.2,"boat, viewer, rake, walk",milty,3,milty,175,3,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K1,,,sunny,,,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,2749,1.5,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.3,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K1,,,sunny,,,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,965,2,,,1,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K1,,,sunny,,,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,799,2,,,2,0.9,,,,,,,,,2,0.1,,,,0.2,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K1,,,sunny,,,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,460,3,,,1,0.9,,,,,,,,,1,0.1,,,,0.35,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K1,,,sunny,,,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,187,3,,,2.5,0.9,,,,,,,,,2,0.1,,,,0.2,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K1,,,sunny,,,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,90,20,,,3,0.95,,,,,,,,,2,0.05,,,,0.1,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K2,,,sunny,2:45,7:30,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,1600,3,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.2,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K2,,,sunny,2:45,7:30,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,1930,2,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.3,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K2,,,sunny,2:45,7:30,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,78,3,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K2,,,sunny,2:45,7:30,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,125,4,,,2,0.9,,,,,,,,,1,0.1,,,,0.1,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K2,,,sunny,2:45,7:30,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,60,4,,,3.5,0.95,,,,,,,,,2,0.05,,,,0.05,,
TRUE,4/6/2001,4/3/2001,4/4/2001,Kingcome Inlet ,,K2,,,sunny,2:45,7:30,5:51,6:09,3.8,2.2,"boat, viewer, rake",milty,3,calm ,30,4,,,2,0.9,,,,,,,,,1,0.1,,,,0.15,,
TRUE,4/10/2001,4/3/2001,4/5/2001,Knight Inlet,,"K1, K2",,,sunny,8:37,,,,2.6,,"walk, boat, viewer, rake",milty,3,calm,333,1,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.2,"spawn was estimated 1 week old.
second hit for some spots above
Axe point - first spawn was long gone
very few birds",
TRUE,4/10/2001,4/3/2001,4/5/2001,Knight Inlet,,"K1, K2",,,sunny,8:37,,,,2.6,,"walk, boat, viewer, rake",milty,3,calm,47,2,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.2,"spawn was estimated 1 week old.
second hit for some spots above
Axe point - first spawn was long gone
very few birds",
TRUE,4/10/2001,4/3/2001,4/5/2001,Knight Inlet,,"K1, K2",,,sunny,8:37,,,,2.6,,"walk, boat, viewer, rake",milty,3,calm,273,2,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.15,"spawn was estimated 1 week old.
second hit for some spots above
Axe point - first spawn was long gone
very few birds",
TRUE,4/10/2001,4/3/2001,4/5/2001,Knight Inlet,,"K1, K2",,,sunny,8:37,,,,2.6,,"walk, boat, viewer, rake",milty,3,calm,76,10,,,2.5,0.95,,,,,,,,,1,0.05,,,,0.05,"spawn was estimated 1 week old.
second hit for some spots above
Axe point - first spawn was long gone
very few birds",
TRUE,4/10/2001,4/3/2001,4/5/2001,Knight Inlet,,"K1, K2",,,sunny,8:37,,,,2.6,,"walk, boat, viewer, rake",milty,3,calm,121,3,,,0.5,1,,,,,,,,,,,,,,0.15,"spawn was estimated 1 week old.
second hit for some spots above
Axe point - first spawn was long gone
very few birds",
TRUE,4/10/2001,4/3/2001,4/5/2001,Knight Inlet,,"K1, K2",,,sunny,8:37,,,,2.6,,"walk, boat, viewer, rake",milty,3,calm,45,5,,,1,0.95,,,,,,,,,1,0.05,,,,0.1,"spawn was estimated 1 week old.
second hit for some spots above
Axe point - first spawn was long gone
very few birds",
TRUE,4/11/2001,3/23/2001,3/25/2001,Knight Inlet,,,,,sunny,8:00,1:45,9:15,,3,,"walk, boat, viewer, rake",milty,3,calm,125,0.5,,,0.25,1,,,,,,,,,,,,,,0.1,some eggs were hatched,
TRUE,4/11/2001,3/23/2001,3/25/2001,Knight Inlet,,,,,sunny,8:00,1:45,9:15,,3,,"walk, boat, viewer, rake",milty,3,calm,50,1,,,0.25,1,,,,,,,,,,,,,,0.05,some eggs were hatched,
TRUE,4/11/2001,3/23/2001,3/25/2001,Knight Inlet,,,,,sunny,8:00,1:45,9:15,,3,,"walk, boat, viewer, rake",milty,3,calm,160,3,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.1,some eggs were hatched,
TRUE,4/11/2001,3/23/2001,3/25/2001,Knight Inlet,,,,,sunny,8:00,1:45,9:15,,3,,"walk, boat, viewer, rake",milty,3,calm,200,10,0.5,0.95,,,,,,,,,,,0.25,0.05,,,,0.1,some eggs were hatched,
TRUE,4/11/2001,3/23/2001,3/25/2001,Knight Inlet,,,,,sunny,8:00,1:45,9:15,,3,,"walk, boat, viewer, rake",milty,3,calm,50,50,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,some eggs were hatched,
TRUE,4/11/2001,3/23/2001,3/25/2001,Knight Inlet,,,,,sunny,8:00,1:45,9:15,,3,,"walk, boat, viewer, rake",milty,3,calm,105,25,,,,,1,1,,,,,,,,,,,,0.1,some eggs were hatched,
TRUE,4/12/2001,3/25/2001,,Sargeaunt Pass,,S1,,,overcast,7:30,8:15,9:56,,3.7,,"boat, viewer",clear,10,calm,60,3,,,2,0.9,,,,,,,,,1,0.1,,,,0.1,"some eggs were hatched
no birds",
TRUE,4/12/2001,3/25/2001,,Sargeaunt Pass,,S1,,,overcast,7:30,8:15,9:56,,3.7,,"boat, viewer",clear,10,calm,60,10,,,,,1,1,,,,,,,,,,,,0.1,"some eggs were hatched
no birds",
TRUE,4/18/2001,4/3/2001,4/6/2001,Hardy Bay,,1,,,raining ,12:45,3:30,,,,4.7,"walk, boat, viewer, rake ",,5,choppy ,50,5,,,0.5,0.95,,,,,,,,,1,0.05,,,,0.15,"well eyed, day or two from hatching; still spawn on kelp in pond (open) 500lbs total dead on bottom of ponds; #1 had more than #2(100lbs)",
TRUE,4/18/2001,4/3/2001,4/6/2001,Hardy Bay,,1,,,raining ,12:45,3:30,,,,4.7,"walk, boat, viewer, rake ",,5,choppy ,30,3,,,0.25,1,,,,,,,,,,,,,,0.2,"well eyed, day or two from hatching; still spawn on kelp in pond (open) 500lbs total dead on bottom of ponds; #1 had more than #2(100lbs)",
TRUE,4/18/2001,4/3/2001,4/6/2001,Hardy Bay,,1,,,raining ,12:45,3:30,,,,4.7,"walk, boat, viewer, rake ",,5,choppy ,80,25,0.25,0.05,1,0.95,,,,,,,,,,,,,,0.25,"well eyed, day or two from hatching; still spawn on kelp in pond (open) 500lbs total dead on bottom of ponds; #1 had more than #2(100lbs)",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,220,2,,,0.25,1,,,,,,,,,,,,,,0.15,"from dock on seaward on east side
spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,75,1,,,0.15,1,,,,,,,,,,,,,,0.15,"from dock on seaward on east side
spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,50,3,,,0.5,1,,,,,,,,,,,,,,0.15,"from dock on seaward on east side
spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,210,1,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.2,"from dock on seaward on east side
spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,150,2,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.1,"from dock on seaward on east side
spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,100,4,,,2,0.8,,,,,,,,,1,0.2,,,,0.1,"from dock on seaward on east side
spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,125,7,,,1.5,0.7,,,1,0.05,,,,,1,0.25,,,,0.1,"spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,40,9,,,2,0.85,,,1,0.05,,,,,1,0.1,,,,0.05,"spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,200,5,,,1.5,0.8,,,,,,,,,1,0.2,,,,0.1,"spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,125,3,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.1,"spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,260,3,,,1,0.95,,,,,,,,,1,0.05,,,,0.15,"spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/28/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,overcast,6:56,19:14,,,3.5,2.7,"boat, viewer, rake, hipchain",,2,calm,60,1,,,0.15,1,,,,,,,,,,,,,,0.05,"spawn date is March 19, 2002 to March 21, 2002",
TRUE,3/29/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,raining,,,,,3.2,,"walk, boat, viewer, rake",glacial,2,calm,462,5,,,0.25,0.95,,,,,,,,,1,0.05,,,,0.1,"started at creek seaward to heli-camp tie-up
spawn started March 19 out by heli-camp tie up. progressed on March 20 in old boom area and continued on March 21 on east side (head)
survey was done on March 28 and 29 (morning and afternoon low ties)
predation: bird action low to med. on black bear by Upton point on every low tide.",
TRUE,3/29/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,raining,,,,,3.2,,"walk, boat, viewer, rake",glacial,2,calm,220,23,,,0.25,0.9,,,0.25,0.05,,,,,1,0.05,,,,0.1,"started at creek seaward to heli-camp tie-up
spawn started March 19 out by heli-camp tie up. progressed on March 20 in old boom area and continued on March 21 on east side (head)
survey was done on March 28 and 29 (morning and afternoon low ties)
predation: bird action low to med. on black bear by Upton point on every low tide.",
TRUE,3/29/2002,3/19/2002,,Wakeman Sound,east_side,E1,,,raining,,,,,3.2,,"walk, boat, viewer, rake",glacial,2,calm,60,20,,,0.5,0.95,,,,,,,,,,,1,0.05,,0.05,"started at creek seaward to heli-camp tie-up
spawn started March 19 out by heli-camp tie up. progressed on March 20 in old boom area and continued on March 21 on east side (head)
survey was done on March 28 and 29 (morning and afternoon low ties)
predation: bird action low to med. on black bear by Upton point on every low tide.",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"viewer, rake, hipchain",,2,calm,250,5,,,0.5,0.8,,,,,,,,,1,0.2,,,,0.1,"spawn date started on morning of March 21 and continued on March 22 and March 23 on the west side. survey was done on March 29 on morning and afternoon low tides. No spawn on tide flats on up the river due to tide conditions (lots of the area went at low water or last end of tide)
start at Frederick cr",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"viewer, rake, hipchain",,2,calm,300,6,,,1,0.8,,,,,,,,,1,0.2,,,,0.15,"spawn date started on morning of March 21 and continued on March 22 and March 23 on the west side. survey was done on March 29 on morning and afternoon low tides. No spawn on tide flats on up the river due to tide conditions (lots of the area went at low water or last end of tide)
start at Frederick cr",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"viewer, rake, hipchain",,2,calm,100,9,,,0.75,0.8,,,,,,,,,1,0.2,,,,0.1,"spawn date started on morning of March 21 and continued on March 22 and March 23 on the west side. survey was done on March 29 on morning and afternoon low tides. No spawn on tide flats on up the river due to tide conditions (lots of the area went at low water or last end of tide)
start at Frederick cr",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"viewer, rake, hipchain",,2,calm,480,5,,,1,0.8,,,,,,,,,1,0.2,,,,0.2,"spawn date started on morning of March 21 and continued on March 22 and March 23 on the west side. survey was done on March 29 on morning and afternoon low tides. No spawn on tide flats on up the river due to tide conditions (lots of the area went at low water or last end of tide)
start at Frederick cr",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"viewer, rake, hipchain",,2,calm,260,4,,,1,0.9,,,,,,,,,1,0.1,,,,0.1,"spawn date started on morning of March 21 and continued on March 22 and March 23 on the west side. survey was done on March 29 on morning and afternoon low tides. No spawn on tide flats on up the river due to tide conditions (lots of the area went at low water or last end of tide)
start at Frederick cr",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"viewer, rake, hipchain",,2,calm,60,10,,,2.5,0.8,,,,,,,,,2,0.2,,,,0.05,"spawn date started on morning of March 21 and continued on March 22 and March 23 on the west side. survey was done on March 29 on morning and afternoon low tides. No spawn on tide flats on up the river due to tide conditions (lots of the area went at low water or last end of tide)
start at Frederick cr",
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"boat, viewer, rake, hipchain",,2,calm,540,6,,,3,0.8,,,,,,,,,2,0.2,,,,0.05,,
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W1,,,raining,7:37,,,,2.8,,"boat, viewer, rake, hipchain",,2,calm,100,3,,,5,0.7,,,,,,,,,3,0.3,,,,0,,
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W2,,,raining,7:37,,,,2.8,,"boat, viewer, rake, hipchain",,2,calm,1439,4,,,2.5,0.75,,,,,,,,,2,0.25,,,,0.1,,
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W2,,,raining,7:37,,,,2.8,,"boat, viewer, rake, hipchain",,2,calm,1400,4,,,2,0.8,,,,,,,,,1,0.2,,,,0.1,,
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W2,,,raining,7:37,,,,2.8,,"boat, viewer, rake, hipchain",,2,calm,100,8,,,4,0.7,,,,,,,,,3,0.3,,,,0,,
TRUE,3/29/2002,3/21/2002,,Wakeman Sound,west_side,W2,,,raining,7:37,,,,2.8,,"boat, viewer, rake, hipchain",,2,calm,1217,6,,,1,0.85,,,,,,,,,1,0.15,,,,0.05,,
TRUE,3/30/2002,3/23/2002,,Kingcome Inlet,,K1,,,raining,8:18,,,,2.6,,"boat, viewer, rake",glacial,3,calm,61,10,,,6,0.7,,,2,0.1,2,0.1,,,3,0.1,,,,0,"started at Upton point
heavy bird predation",
TRUE,3/30/2002,3/23/2002,,Kingcome Inlet,,K1,,,raining,8:18,,,,2.6,,"boat, viewer, rake",glacial,3,calm,30,14,,,6,0.8,,,2,0.1,,,,,3,0.1,,,,0,"started at Upton point
heavy bird predation",
TRUE,3/30/2002,3/23/2002,,Kingcome Inlet,,K1,,,raining,8:18,,,,2.6,,"boat, viewer, rake",glacial,3,calm,30,10,,,4,0.8,,,2,0.05,2,0.05,,,2,0.1,,,,0,"started at Upton point
heavy bird predation",
TRUE,3/30/2002,3/23/2002,,Kingcome Inlet,,K1,,,raining,8:18,,,,2.6,,"boat, viewer, rake",glacial,3,calm,935,6,,,2.5,0.8,,,1,0.1,,,,,1,0.1,,,,0.1,"started at Upton point
heavy bird predation",
TRUE,3/30/2002,3/23/2002,,Kingcome Inlet,,K1,,,raining,8:18,,,,2.6,,"boat, viewer, rake",glacial,3,calm,572,5,,,1,0.85,,,1,0.05,,,,,1,0.1,,,,0.15,"started at Upton point
heavy bird predation",
TRUE,3/30/2002,3/23/2002,,Kingcome Inlet,,K1,,,raining,8:18,,,,2.6,,"boat, viewer, rake",glacial,3,calm,581,3,,,0.5,0.9,,,,,,,,,1,0.1,,,,0.2,"started at Upton point
heavy bird predation",
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,120,2,,,0.5,0.9,,,,0.1,,,,,,,,,,0.1,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,75,10,,,,,1.5,1,,,,,,,,,,,,0.25,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,35,3,,,1,0.9,,,,0.1,,,,,,,,,,0.1,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,318,1,,,0.25,0.95,,,,0.05,,,,,,,,,,0.35,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,120,2,,,0.5,0.95,,,,,,,,,,0.05,,,,0.1,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,200,2,,,0.25,0.9,,,,0.05,,,,,,0.05,,,,0.05,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,40,10,,,1,0.9,,,,,,,,,,0.1,,,,0.1,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,42,2,,,1,0.95,,,,,,,,,,0.05,,,,0.1,,
TRUE,4/8/2002,3/31/2002,4/2/2002,Tribune Channel,,T1,,Loaf Point,,,,,,,,,,,,92,1,,,1,0.95,,,,,,,,,,0.05,,,,0.15,,
TRUE,4/8/2002,3/31/2002,,Tribune Channel,,B1,,Bond Sound,,,,,,,,,,,,20,1,,,0.25,1,,,,,,,,,,,,,,0.05,"we saw this area go off, just a light cover
very light spawn we likely would have missed it if we hadn't seen it spawn (very bottom of kelp column)",
